1629174,Legacy Healthcare Services-Chagrin Falls,200 Hamlet Hills Dr #116 ,,,44022,Cleveland,440-600-7688,lhs-676@legacyinc.com,Not Using
1620832,Enhanced Rehabilitation Services,8437 Mayfield Rd Suite 102,OH,Chesterland,44026,Cleveland-Elyria,440 352 7533,edswinarski@att.net,Not Using
1644882,Aegis Group Practice also known as Aegis Therapies Macedonia,"9633 Valley View Rd , ",OH ,Macedonia,44056,Cleveland-Elyria,479-201-6059,a@a.com,Not Using
1628387,Caretenders-Ashtabula County,2602 Hubbard Road ,OH,Madison ,44057,Cleveland-Elyria,4404280341,a@a.com,Not Using
1640082,Altimate Care - Shaker Heights,20515 Shaker Blvd,OH,Shaker Heights,44122,Cleveland-Elyria,440-565-7818,Joann.guzman@altimatecare.com,Not Using
1643796,Legacy Healthcare Services Inc Mayfield Heights,6200 Landerhaven Dr ,OH,Select,44124,Cleveland-Elyria,440 566 0163,a@a.com,Not Using
1628601,Platinum Home Health Services,5813 mayfield rd,Oh,Mayfield heights,44124,Cleveland-Elyria,440995-0202,olga.r@hhohio.org,Not Using
1621019,Crossroads Hospice-Ohio,"9775 Rockside Rd #270, ",OH ,Valley View,44125,Cleveland-Elyria,216 654 9300,.,Not Using
1620358,Brookdale Home Health-Westlake,20445 Emerald Parkway Suite 150,OH,Cleveland,44135,Cleveland-Elyria,440 250 1840,.,Not Using
1628415,"Essence Health Services, Inc.",23581 Harms Rd ,OH ,Euclid ,44143,Cleveland-Elyria,(216) 812-5221,info@essencehs.com,Not Using
1640474,Traditions Health/Harborlight Hospice - Cuyahoga Falls,"207 Portage Trail, Ext. West",OH,Cuyahoga Falls,44223,Cleveland-Elyria, 330-686-4983,Hannah.Linton@traditionshealth.com,Not Using
1628196,Caretenders-Akron,1225 East Waterloo Road ,,,44306,Cleveland-Elyria,3307247545,a@a.com,Not Using
1643611,Saenz Home Health Services Inc,518 E. Main Ave Suite C,TX,Robstown,78380,Corpus Christi,361-387-1650,JonathanSaenz@saenzhomehealthservices.com,Not Using
1646126,Saint Benedict's Home Health Robstown,400 E Main,,,78380,Corpus Christi,3619330253,a@a.com,Not Using
1645314,"Dor-An’s Home Health Service, Inc.","518 E Main Ave, Suite B,",TX,Robstown,78380,Corpus Christi,361-387-4575,a@a.com,Not Using
1623698,Cornerstone Home Health-Rockport,"110 Hwy 35 North, Suite B, ",TX,Rockport,78382,Corpus Christi,(361) 727-2131,abc@abc.com,Not Using
1624931,"SILOE HOMEHEALTH & INFUSION, L.L.C ",638 E Market St,TX,Rockport,78382,Corpus Christi,361-238-4999,abc@abc.com,Order360 Lite
1636238,PAM Health at Home Corpus Christi,"345 S Water St 1st Floor, ",TX ,Corpus Christi,78401,Corpus Christi,512 295 7000,a@a.com,Order360 Lite
1628297,"SAVE HOME HEALTH CARE, INC.",719 NORTH UPPER BROADWAY STE 100 ,TX,Corpus Christi,78401,Corpus Christi,361-855-9393,kevin@savehhc.com,Not Using
1618264,"Del Cielo Home Care Service, Corpus Christi.",422 S. Enterprize Pkwy                ,TX,Corpus Christi,78405,Corpus Christi,361 814 4500,a@a.com,Not Using
1622516,"Corpus Christi Home Care, Inc.-Corpus Christi",13330 LEOPARD ST SUITE 26 ,TX,Corpus Christi,78410,Corpus Christi,361 242 1109,.,Freemium
1644179,Corpus Christi Healthcare at Home,"3240 Fort Worth St Ste 113, , ",Texas,Corpus Christi ,78411,Corpus Christi,361-880-7912,a@a.com,Not Using
1628974,Aadi Home Health and Hospice,"3518 S Alameda St, ",TX ,Corpus Christi,78411,Corpus Christi,361-452-3384,ksalinas@aadihh.com,Not Using
1643800,"APC Home Health Services, Inc Corpus Christi","4444 Corona Dr. Ste 120, ",Tx ,Corpus Christi ,78411,Corpus Christi,361-814-3033,a@a.com,Not Using
1642851,Assist Home Health,"5262 S Staples STE 205, ",TX ,Corpus Christi,78411,Corpus Christi,361-462-4569,admin@assisthh.com,Not Using
1642780,"April Skyy Home Health Care, Inc.","5333 Everhart Rd, ",,,78411,Corpus Christi,361-334-3361,a@a.com,Not Using
1644166,Serenity Home Care Corpus Christi,4600 Ocean Dr. APT 405 ,Texas ,Corpus Christi,78412,Corpus Christi,361-241-2244,a@acom,Not Using
1644081,"Port HomeCare Services, Inc.",5525 S. Staples St. Ste A 7 ,TX ,"Corpus Christi,",78412,Corpus Christi,3618542273,a@a.com,Not Using
1646254,"Prime Care Home Health, Inc.","5926 South Staples, Suite D1 ",TX ,Corpus Christi,78413,Corpus Christi,(361) 334-9112,a@a.com,Not Using
1642456,"Santa Fe Health Care, Inc Corpus Christi",6262 Weber Rd Ste 302 ,TX,"Corpus Christi,",78413,Corpus Christi,361-853-3971,a@a.com,Not Using
1644004,"Legacy Home Health Agency, Inc.Corpus Christi",6000 South Staples St. Ste. 302  ,Tx,Corpus Christi,78413,Corpus Christi,361-855-0848,a@a.com,Not Using
1640729,A-Med Home Health - Corpus Christi,6262 Weber Rr,TX,Corpus Christi,78413,Corpus Christi,361-933-0101,thermann@amedhomehealth.com,Not Using
1620452,Enhabit - CORPUS CHRISTI,"5656 South Staples Road, Suite 302 ",TX ,Corpus Christi,78413,Corpus Christi,361 986 0272,,Not Using
1642812,CHRISTUS HomeCare Spohn,6200 Saratoga Boulevard Suite 104  ,TX ,Corpus Christi,78414,Corpus Christi,3619943400,a@a.com,Not Using
1643650,American Medical Home Health Services Corpus Christi ,2820 S Padre Island Dr Ste 296 ,Tx ,Corpus Christi ,78415,Corpus Christi,(361)887-9760,a@a.com,Not Using
1642660,"Angel Bright Home Health, Inc.","3221 Holly Road, ",TX,Corpus Christi,78415,Corpus Christi,361-986-1102,a@a.com,Not Using
1644437,"Orion Health Services, Inc.","5118 Moultrie Dr, ",TX ,Corpus Christi,78427,Corpus Christi,361-855-8189,a@a.com,Not Using
1628378,Platinum Healthcare Corp.,15305 Dallas Pkwy Ste 1200,TX,Addison,75001,Dallas-Fort Worth-Arlington,9723789700,Nehad.Qudah@homehealthPlatinum.com,Not Using
1618567,Cantex Home Health Lewisville,"16750 Westgrove Dr, Suite 300",TX,Addison,75001,Dallas-Fort Worth-Arlington,972 434 9400,,Not Using
1643554,Envital Healthcare Inc,"1609 Warm Springs Dr, ",TX,Allen,75002,Dallas-Fort Worth-Arlington,214-697-0023,envitalhealthcare@gmail.com,Not Using
1644328,Convergent Laboratories,"718 S Greenville Ave #100,",TX ,Allen,75002,Dallas-Fort Worth-Arlington, (214) 501-5171,info@convergentdx.com,Not Using
1624647,Meridian Health Services-Allen,307 S. Jupiter Rd. Ste 110,TX,Select,75002,Dallas-Fort Worth-Arlington,469-491-1777,abc@abc.com,Not Using
1645130,COMMUNITY FIRST PRIMARY CARE,2410 LUNA RD # 290 ,TX ,CARROLLTON ,75006,Dallas-Fort Worth-Arlington,4698447072,a@a.com,Not Using
1619392,Careplus Health Services Inc.,"1039 Interstate 35E, Suite 304 ",TX,Carrollton,75006,Dallas-Fort Worth-Arlington,214 234 1612,a@a.com,Not Using
1627332,APEX HOME CARE-CARROLLTON,"2840 Keller Springs Road, Suite 901",TX,Carrollton,75006,Dallas-Fort Worth-Arlington,,tiffanyapexhomecare@gmail.com,Not Using
1629080,All Star Home Health Services Inc,2410 N. Luna Rd. Ste 294,TX,Carrollton,75006,Dallas-Fort Worth-Arlington,972-798-8525,allstarhhsinc@gmail.com,Not Using
1643399,Legacy Healthcare services Carrollton,"3500 old denton road, , - ",TX ,Carrollton,75007,Dallas-Fort Worth-Arlington,469-208-1879,lhs-10086@legacyinc.com,Not Using
1619410,Committed Home Health Care,4217 Marsh Ridge Rd,TX,Carrollton,75010,Dallas-Fort Worth-Arlington,972 306 5060,frontdesk@committedcare.com,Not Using
1621830,Enhabit - ALLEN,780 N. Watters Road Suite 160 ,TX,Allen,75013,Dallas-Fort Worth-Arlington,214-383-9880,,Not Using
1618771,MCK  - Enhabit OF NORTHEAST TEXAS,"780 N. Watters Road, Suite 160 ,",TX,Allen,75013,Dallas-Fort Worth-Arlington,2143839880,,Not Using
1619697,Reliant Home Health,1101 Raintree circle Ste 180 ,TX,Allen,75013,Dallas-Fort Worth-Arlington,972 390 7733,,Not Using
1618301,Hope Land Home Health Care Inc,"650 N MacArthur Blvd, ",TX,Coppell,75019,Dallas-Fort Worth-Arlington,972 518 0100,hopelandhhc@verizon.net,Not Using
1643581,Select Rehab Flower Mound,"3281 Long Prairie Road, ",Tx ,Flower Mound,75022,Dallas-Fort Worth-Arlington,214-796-1493,a@a.com,Not Using
1642884,FIRST CALL HOME HEALTH AGENCY INC,"6937 Hickory Crk,",TX ,Plano,75023,Dallas-Fort Worth-Arlington,2147833191,firstcallhha@gmail.com,Not Using
1628695,"DISCOVERY AT HOME IN TEXAS, INC","6401 OHIO DRIVE SUITE 1107 SUITE 1107 , ",TX,Plano,75024,Dallas-Fort Worth-Arlington,469-808-9145,Mimartinez@Discoveryathome.com,Not Using
1642043,Anchor of Hope Hospice Plano ,"7708 San Jacinto Place, Unit 100, ",TX,Plano,75024,Dallas-Fort Worth-Arlington,469-351-4466,a@a.com,Not Using
1620251,The Legacy at Home,6101 Ohio Dr Ste 100 ,TX,Plano,75024,Dallas-Fort Worth-Arlington,972 244 7700,ksorenson@legacyathome.org,Not Using
1623490,"ARDENT HOSPICE, LLC",700 PARKER SQ SUITE 105 ,TX,Flower Mound,75028,Dallas-Fort Worth-Arlington,469-293-1515,abc@abc.com,Not Using
1625985,Baylor Scott & WHite Home Health,1241 CROSS TIMBERS RD ,TX ,FLOWER MOUND,75028,Dallas-Fort Worth-Arlington,972-691-3131,nbriscoe@bswrehab.com,Not Using
1620234,Health Quest Home Health,PO Box 2706,TX,Rowlett,75030,Dallas-Fort Worth-Arlington,972 412 1540,,Not Using
1619789,Sunrise Home Health Services-Rockwall,1221 Arista ,TX  ,Rockwall,75032,Dallas-Fort Worth-Arlington,972 278 1414,a@a.com,Freemium
1623518,Almighty Home Health,"9300 JOHN HICKMAN PKWY BUILDING 2, SUITE # 205B  ",TX,Frisco,75035,Dallas-Fort Worth-Arlington,2146181396,abc@abc.com,Order360 Lite
1636813,Nexus Home Health Care,466 Caveson Dr.,TX,Frisco,75036,Dallas-Fort Worth-Arlington,469-317-3017,Brian@nexushomehealthcare.com,Not Using
1639543,Rehab Without Walls-Irving,1333 Corporate Dr,TX,Irving,75038,Dallas-Fort Worth-Arlington,214-591-0061,Brenda.davis@rehabwithoutwalls.com,Not Using
1642967,ELARA CARING IRVING,"1333 Corporate Drive, Suite 350 A ",TX ,Irving,75038,Dallas-Fort Worth-Arlington,8173363257,a@a.com,Not Using
1621352,"Noblecare Home Health Services,Inc.",629 West Centerville Road Suite 208 ,TX,Garland,75041,Dallas-Fort Worth-Arlington,972 278 8700,.,Not Using
1619500,Merit Home Health Care Inc.,"1919 S. SHILOH ROAD, SUITE 525",TX,,75042,Dallas-Fort Worth-Arlington,214 575 4645,,Not Using
1624621,"M & D Healthcare Services, Inc","1919 S. SHILOH RD, SUITE 215 , ",TX,Garland,75042,Dallas-Fort Worth-Arlington,9726777897,abc@abc.com,Not Using
1618392,Homeland Home Health Agency Inc.,1919 S Shiloh Rd Ste.515,TX,Garland,75042,Dallas-Fort Worth-Arlington,972 278 7213,a@a.com,Order360 Lite
1645679,Klarus Home Care Dallas,2302 Guthrie Road Suite 240 ,TX ,Garland ,75043,Dallas-Fort Worth-Arlington,2144401004,a@a.com,Not Using
1628629,"JEFTONS HEALTH CARE SERVICES, INC.",4502 STIRLING DR,TX ,GARLAND,75043,Dallas-Fort Worth-Arlington,682-360-4396,a@a.com,Not Using
1626003,PINNACLE HOME HEALTH CARE SERVICES,2302 GUTHRIE ROAD SUITE 140 ,TX,Garland,75043,Dallas-Fort Worth-Arlington,(214) 503-7400,pinnaclehcs@gmail.com,Order360 Lite
1644453,"Sheena Health Care Services, Inc","337 Oaks Trail #101A , ",TX ,Garland,75043,Dallas-Fort Worth-Arlington,214-924-2110,a@a.com,Not Using
1619958,Shining Star Home Healthcare Inc.,713 Gatewood Rd. Suite B,,,75043,Dallas-Fort Worth-Arlington,469 366 9767,,Freemium
1618443,Ultimate Home Health Care,4402 Broadway Blvd Ste. 14,TX,Garland,75043,Dallas-Fort Worth-Arlington,972 240 4700,a@a.gmail.com,Order360 Lite
1620301,Envision Home Health Care,"310 E I-30 Suite 101 ,",TX,Garland,75043,Dallas-Fort Worth-Arlington,972 285 7286,,Not Using
1619911,"First Rapha Home Healthcare, Inc",4402 Broadway Blvd. Ste.15,TX,Garland,75043,Dallas-Fort Worth-Arlington,972 240 5300,a@a.com,Order360 Lite
1618839,ALIVE HOME HEALTHCARE,"350 Oaks Trail, Ste 140",TX,Garland,75043,Dallas-Fort Worth-Arlington,9722302332,nosimot12@yahoo.com,Not Using
1625106,Abounding Home Health Care-Garland,"310 East I-30, Suite B108",TX,Garland,75043,Dallas-Fort Worth-Arlington,(214) 327-3783,coordinator@aboundinghomehealth.com,Not Using
1619135,Breeze Home Healthcare,1506 BLUE JAY RD,TX,Garland,75043,Dallas-Fort Worth-Arlington,469 321 1603,bhhc.texas@gmail.com,Not Using
1648251,"Select Rehab, Inc.-The Preserve at Spring Creek Garland ",2055 Arapaho Rd. ,TX ,Garland ,75044,Dallas-Fort Worth-Arlington,603-263-5851,a@a.com,Not Using
1646121,Select Rehabilitation @ Ariel Pointe of Sachse,"3400 Miles Rd,",TX ,Sachse,75048,Dallas-Fort Worth-Arlington,214-542-6407,a@a.com,Not Using
1621367,Prestonwood Home Healthcare LLC,"134 East Church, ",TX,Grand Prairie,75050,Dallas-Fort Worth-Arlington,469 757 4217,a@a.com,Not Using
1620347,Makavic Home Health LLC,2307 OAK LANE STE 213,TX,Grand Prairie,75051,Dallas-Fort Worth-Arlington,9726393220,jkmaina@peoplepc.com,Not Using
1618373,"Maranatha Home Health, Grand Prairie",3200 South Carrier Pk Wy ,TX,Grand Prairie,75052,Dallas-Fort Worth-Arlington,972 992 0190,info@maranathahomehealth.org,Not Using
1619880,United Comfort HealthCare Incorporated,5312 Freestone Drive ,TX ,Grand Prairie,75052,Dallas-Fort Worth-Arlington,972 206 0448,,Not Using
1619842,V-Care Home Health,5200 Paige Rd Ste 400,TX , The Colony ,75056,Dallas-Fort Worth-Arlington,214 618 4784,,Order360 Full
1623539,AKM Home Healthcare,"5200 Paige Rd, Ste 501",TX,the colony,75056,Dallas-Fort Worth-Arlington,9727359394,abc@abc.com,Order360 Full
1619090,Aspen Healthcare Services Inc,314 West Main Street ,TX,Lewisville,75057,Dallas-Fort Worth-Arlington,972 316 2035,,Not Using
1619560,GLOW HEALTHCARE SOLUTIONS INCORPORATED,751 Hebron Parkway STe 120 ,TX,Lewisville,75057,Dallas-Fort Worth-Arlington,469 464 3582,,Not Using
1643206,COMPASSIONATE CARE LLC,"1425 West Poineer Dr, st#264,",TX,Irving,75061,Dallas-Fort Worth-Arlington,972-802-6127,a@a.com,Not Using
1618266,Carter Healthcare Irving,4425 W Airport Freeway,TX,Irving,75062,Dallas-Fort Worth-Arlington,972 255 3840,,Not Using
1623116,Frontview Provider Services Inc.,"2505 TEXAS DR SUITE # 113 A , ",TX ,Irving,75062,Dallas-Fort Worth-Arlington,972 424 1691,.,Not Using
1619595,Victory Five Healthcare Inc,"2505 Texas Dr, Suite 113B",TX,Irving,75062,Dallas-Fort Worth-Arlington,972 258 0527,,Not Using
1622492,"Amerita,Inc-Dallas","8080 Tristar Drive, Suite #120",TX,Irving,75063,Dallas-Fort Worth-Arlington,972-815-0460,a@a.com,Not Using
1622098,AccentCare McKinney,"6800 Weiskopf Avenue, Suite 110 , ",,,75070,Dallas-Fort Worth-Arlington,972 569 8157,a@a.com,Not Using
1619548,Senior Select Home Health,6800 Weiskopf Dr. # 100,TX,Mckinney,75070,Dallas-Fort Worth-Arlington,214 307 7059,a@a.com,Not Using
1635985,Legacy Healthcare Services McKinney,3300 S Stonebridge Dr ,Tx ,McKinney ,75070,Dallas-Fort Worth-Arlington,214-592-0655,lhs-373@legacyinc.com,Not Using
1643984,Monarch Hospice,321 N Central Expy #303,TX,McKinney ,75070,Dallas-Fort Worth-Arlington,903-364-4410,a@a.com,Not Using
1640047,DFW Home Health - McKinney,6951 Virginia Pkwy,TX,McKinney,75071,Dallas-Fort Worth-Arlington,817-417-5344,Toni.Hartley@lhcgroup.com,Not Using
1643671,Adaptive Home Health,"500 North Central Expressway Suite 400 , ",TX ,Plano,75074,Dallas-Fort Worth-Arlington,214-440-1394,a@a.com,Not Using
1623261,Paradigm HomeCare Dallas,"2000 N CENTRAL EXPY SUITE 209 , ",TX,Plano,75074,Dallas-Fort Worth-Arlington,9724220033,a@a.com,Order360 Lite
1618621,KOC Healthcare Services Inc,"3200,14th st Suite 504",TX,Plano,75074,Dallas-Fort Worth-Arlington,972 384 1039,,Not Using
1640730,SOLACE HOME HEALTHCARE AGENCY LLC,700 E PARK BLVD STE 200,TX,PLANO,75074,Dallas-Fort Worth-Arlington,469-579-4711,info@solacehha.com,Order360 Lite
1620318,Pristine Home Health Services Inc,"3913 Rockwood Drive , ",TX,Plano,75074,Dallas-Fort Worth-Arlington,972 881 5551,,Not Using
1640803,Reliant at Home - Plano,3033 W. President George Bush Hwy,TX,Plano,75075,Dallas-Fort Worth-Arlington,214-667-8040,lizzy@reliant.care,Not Using
1607825,"Veritas Home Health, LLC",2825 Regal Rd,TX,Plano,75075,Dallas-Fort Worth-Arlington,972 519 0308,,Not Using
1641169,The Healthcare Resort of Plano,3325 West Plano Parkway,TX,Plano,75075,Dallas-Fort Worth-Arlington,(940) 736-4876,akrahl@ensignservices.net,Not Using
1620771,"Paragon Infusion Care,Inc.- Dallas",3033 West President George Bush highway,TX,Plano,75075,Dallas-Fort Worth-Arlington,972-588-1040,.,Freemium
1619839,Charlin Home Health,400 Chisholm Place Suite 400,TX,Plano,75075,Dallas-Fort Worth-Arlington,972 424 3200,,Not Using
1625974,GILEAD COMMUNITY HOME HEALTH INC,1701 N Collins Blvd Suite 3000C,TX,Richardson,75080,Dallas-Fort Worth-Arlington,817-801-7100,pshrestha@onepoinths.net,Not Using
1619816,"Excel Plus Home Health,Inc",1701 N Collins Blvd Suite 3000A,TX,Dallas,75080,Dallas-Fort Worth-Arlington,469 547 5311,.,Not Using
1619930,"A and S Home Health Care Inc.,",1701 N Collins Blvd Suite 3000D,TX,Richardson,75080,Dallas-Fort Worth-Arlington,972 386 7744,a@a.com,Freemium
1619935,Advanced Senior Care Home Health,1701 N Collins Blvd Suite 3000E,TX,Dallas,75080,Dallas-Fort Worth-Arlington,469 587 7940,a@a.com,Not Using
1621555,Alphastar Home Health Care,1701 N Collins Blvd Suite 3000A ,TX,Richardson,75080,Dallas-Fort Worth-Arlington,214 349 5973,a@a.com,Not Using
1622864,"Nulif Home Healthcare Services, Inc-Carrollton",100 N Central Expressway #190 Room 103,TX,Richardson,75080,Dallas-Fort Worth-Arlington,972 492 3091,.,Not Using
1618308,"LUCENT HOME HEALTH LLC, RICHARDSON",1485 RICHARDSON DR,TX,RICHARDSON,75080,Dallas-Fort Worth-Arlington,972 664 0945,,Not Using
1623369,Keystone Healthcare Inc,"777 S CENTRAL EXPY STE I - H , ",TX,Richardson,75080,Dallas-Fort Worth-Arlington,9722629507,abc@abc.com,Not Using
1642497,Three Oaks Hospice Dallas,331 Melrose Drive Suite 230 ,Texas ,Richardson,75080,Dallas-Fort Worth-Arlington,214-628-9090,a@a.com,Not Using
1619481,Vital Home Healthcare Inc,330 MUNICIPAL DRIVE SUITE 104B,TX,RICHARDSON,75080,Dallas-Fort Worth-Arlington,972 840 1010,a@a.com,Order360 Lite
1618816,Total Patient Care Home Health Allen,1701 N Collins Blvd Suite 3000B,TX,Richardson,75080,Dallas-Fort Worth-Arlington,214 547 7496,gcolon@totalpatientcare.net,Not Using
1619354,Timely Care Home Health ,1350 E Arapaho Rd Suite 208,TX,Richardson,75081,Dallas-Fort Worth-Arlington,972 699 7200,,Not Using
1646137,"Performance Home Health, LLC","800 E. Campbell Road, Suite 123  ",TX ,Richardson,75081,Dallas-Fort Worth-Arlington,214-794-7942,a@a.com,Not Using
